"points_per_cluster","step_size"
1,17.8265443059754
0.9,12.7956606621181
0.8,10.204714149878
0.7,12.1938773863084
0.6,17.502103682764
0.5,34.0706024583356
0.4,50.3661139089528
0.3,58.5210695177937
0.2,60.0209484990833
0.1,61.0880197934369
