"points_per_cluster","step_size"
1,20.4476593506308
0.9,15.3345407569445
0.8,11.9673037443996
0.7,12.9254854746319
0.6,16.3100652318052
0.5,23.9784812440684
0.4,42.3962696017423
0.3,54.2675739012967
0.2,59.9469121326265
0.1,60.6044756337964
