"points_per_cluster","step_size"
1,11.2322150557762
0.9,7.53341566121033
0.8,7.28041458250509
0.7,11.116697024778
0.6,21.3807058733927
0.5,42.830560956065
0.4,58.3755015386493
0.3,60.9003477595754
0.2,61.4672883999072
0.1,61.7874921111963
