"points_per_cluster","step_size"
1,10.0373201367598
0.9,6.70031308052277
0.8,6.80853441130227
0.7,10.6925533651355
0.6,23.842243681408
0.5,47.7703399084239
0.4,58.7768473663312
0.3,61.0962371269297
0.2,61.5940886102604
0.1,61.9010807641825
