"points_per_cluster","step_size"
1,11.0802083267227
0.9,7.29793928103898
0.8,7.38248575249311
0.7,10.7601665477989
0.6,21.4761509776825
0.5,41.8891655027433
0.4,59.1062495368039
0.3,61.0810633948509
0.2,61.4565923629424
0.1,61.8218660458797
