"points_per_cluster","step_size"
1,11.9055668045755
0.9,8.04184787941619
0.8,7.61585774503817
0.7,10.6744021006878
0.6,21.1563510681277
0.5,41.1748078917427
0.4,57.2053004175801
0.3,60.8004046077739
0.2,61.3992738970682
0.1,61.6710466130871
