"points_per_cluster","step_size"
1,17.0719709288817
0.9,11.2801613417131
0.8,9.84032589885984
0.7,11.5821167980131
0.6,18.9806711574766
0.5,30.2279980846785
0.4,51.1859902052987
0.3,59.2202284396683
0.2,60.6955221854815
0.1,61.210328751694
