"points_per_cluster","step_size"
1,34.5056043650459
0.9,45.6885542562189
0.8,29.7483246809519
0.7,27.0341879637288
0.6,21.7133132375344
0.5,23.3244190299911
0.4,25.5299887194917
0.3,29.7272702108138
0.2,37.2290925444367
0.1,39.372548197079
