"points_per_cluster","step_size"
1,35.8828545638196
0.9,31.3174837934033
0.8,22.5394969579943
0.7,19.562487733924
0.6,18.8003545605821
0.5,21.7003952554632
0.4,27.9665799629251
0.3,39.894297423326
0.2,49.5969909039186
0.1,55.7416190445746
