"points_per_cluster","step_size"
1,13.1409080031324
0.9,8.68443980653588
0.8,8.30617673527007
0.7,10.4601762160796
0.6,20.0737199678039
0.5,37.2719601473076
0.4,56.8764211487621
0.3,60.5204965999559
0.2,61.1311401475289
0.1,61.6063617147029
