"points_per_cluster","step_size"
1,20.7949797429319
0.9,14.1368585211064
0.8,11.4383833390417
0.7,12.5301664364211
0.6,16.3795305967556
0.5,27.5705635781778
0.4,42.2427808779424
0.3,57.2743822517708
0.2,60.0775457215481
0.1,60.845633358251
