"time","error"
124,0.769137757135219
125,0.769867562142888
126,0.770650720793152
127,0.769664486398835
128,0.768297926028615
129,0.768189905592056
130,0.765307634567713
131,0.76383089983544
132,0.757487668347511
133,0.760161618244424
134,0.759730998091837
135,0.758395120003288
136,0.755655282409968
137,0.756942202866335
138,0.760095351368851
139,0.761880485076149
140,0.762282008556123
141,0.761304204353143
142,0.759097305789948
143,0.761151286156331
144,0.758870687094722
145,0.760130565684498
146,0.760134122065871
147,0.758461540844536
148,0.75839211436298
149,0.758171234538244
150,0.758715653588631
151,0.757283824516758
152,0.755314866592654
153,0.75534279858476
154,0.755411263005222
155,0.755027188910163
156,0.75416655565986
157,0.754520134095284
158,0.751380182151924
159,0.750384111330502
160,0.748762562509416
161,0.746371426773688
162,0.74389641105234
163,0.745753480903338
164,0.747281491499929
165,0.746515157943964
166,0.747947437569353
167,0.750235874033106
168,0.74813169805721
169,0.749843378425337
170,0.750729783502147
171,0.751196052738797
172,0.751966939826245
173,0.753911465930122
174,0.754183087037399
175,0.754311468610012
176,0.754501404932505
177,0.754684815171628
178,0.752719609992828
179,0.753565146362751
180,0.755310315330196
181,0.755870007412306
182,0.754966639144971
183,0.756259262023721
184,0.757308651915315
185,0.756187760596881
186,0.755325945553914
187,0.756248533683402
188,0.754064680059626
189,0.756026520058973
190,0.755916409588963
191,0.755141071479827
192,0.758380888308362
193,0.757044426687937
194,0.75761573858605
195,0.755442297113956
196,0.752801117401365
197,0.75693385202753
198,0.754743122131749
199,0.7501675161715
200,0.748570904098272
201,0.748702531532653
202,0.746897594525725
203,0.747364733986771
204,0.747141356056522
205,0.748313626342547
206,0.745722773330974
207,0.745396198668418
208,0.745649101859993
209,0.746733352883647
210,0.745701347559387
211,0.744006416957582
212,0.742648838443756
213,0.743560540838634
214,0.742370177277289
215,0.742031249778643
216,0.742375116856385
217,0.744653286095369
218,0.74101202588788
219,0.741068928670394
220,0.741018823286704
221,0.741142234231218
222,0.741819810447298
223,0.741297789012755
224,0.741586552069649
225,0.740527193836726
226,0.740662896360539
227,0.742261422076296
228,0.741842273576569
229,0.741697148682569
230,0.739903359697027
231,0.739491982597714
232,0.739745533084504
233,0.738058555188139
234,0.739266397072149
235,0.740226827324638
236,0.742205864450452
237,0.741626541798016
238,0.741467730446719
239,0.737796508282554
240,0.738422196828041
241,0.741539983807228
242,0.738873735445137
243,0.734665350660597
244,0.729840510592369
245,0.730808483596912
246,0.732312133922692
247,0.7339080854856
248,0.73390925251868
249,0.732228394522589
250,0.733757349943567
251,0.734375599220728
252,0.735281140389683
253,0.735600552893509
254,0.733074123489069
255,0.734303298130559
256,0.73514233934352
257,0.733249623284746
258,0.730543861914403
259,0.731060283806185
260,0.731046697851334
261,0.731637681542064
262,0.732068995695019
263,0.731250389873144
264,0.730496085423462
265,0.73256872553718
266,0.732114277333197
267,0.73387618711002
268,0.733727582583682
269,0.733767268849562
270,0.73016768512046
271,0.728015722660748
272,0.733823719549302
273,0.733326182695522
274,0.734147533709544
275,0.734138461364947
276,0.731575781873322
277,0.731172631399729
278,0.730040666926633
279,0.728130235154482
280,0.725354235655803
281,0.724973843566673
282,0.723768180131123
283,0.725656972621226
284,0.721987201701366
285,0.721386814984705
286,0.720464337618014
287,0.720879838555635
288,0.722495580641472
289,0.725548740287088
290,0.725641168237066
291,0.724653253619737
292,0.724372253340073
293,0.726278107366853
294,0.725309083749755
295,0.724166754795581
296,0.724375716856764
297,0.72294575994272
298,0.723731397637449
299,0.721336586911648
300,0.7247799835242
301,0.725294338394661
302,0.724485155469729
303,0.723281376529003
304,0.721695350607738
305,0.722549111188711
306,0.724529194193952
307,0.721326897364379
308,0.723427361726551
309,0.724724888811516
310,0.72019855341992
311,0.72088689789925
312,0.719178282106969
313,0.720442578079544
314,0.721270693341981
315,0.719330490883272
316,0.718799028281442
317,0.720375657136504
318,0.718676197677035
319,0.717174421420858
320,0.716436646852505
321,0.713975967552636
322,0.717225863102276
323,0.717140609293185
324,0.71678479226855
325,0.720347809011317
326,0.717866731850691
327,0.714955473060518
328,0.714128775750973
329,0.718368232627426
330,0.717709719813466
331,0.717450040268097
332,0.716134165663811
333,0.71385570214401
334,0.713436392386366
335,0.71261459752707
336,0.711514445953769
337,0.712921553997617
338,0.710464586191566
339,0.711603599344184
340,0.708983380299408
341,0.711693442294716
342,0.70940841291462
343,0.709485499381102
344,0.707513636643054
345,0.708412311340177
346,0.708146768297148
347,0.707455506252048
348,0.707394490074491
349,0.705902391893218
350,0.706664364670529
351,0.708604102405378
352,0.707576780585614
353,0.706393087236693
354,0.703503300051582
355,0.703426755367328
356,0.705962552528788
357,0.701295894491423
358,0.701980680788451
359,0.705249707093531
360,0.7015911397126
361,0.702004418711701
362,0.702312759888861
363,0.699248338315681
364,0.701175434361824
365,0.698901653782691
366,0.696948559652647
367,0.693342155105238
368,0.694475075464845
369,0.69603014571945
370,0.696604869003467
371,0.698037821317342
372,0.696942355650217
373,0.697102176691831
374,0.696043921691151
375,0.69679616339934
376,0.696787251829206
377,0.699277661406952
378,0.700592956438551
379,0.701397233354042
380,0.696565375546087
381,0.692805051721643
382,0.694827075451311
383,0.696113819890381
384,0.694656957718876
385,0.692376023138298
386,0.69249551934399
387,0.694339421812202
388,0.693026621587052
389,0.693057977583713
390,0.69164242280135
391,0.694363869461022
392,0.695309081387721
393,0.696728646818703
394,0.69857912681509
395,0.700255120902288
396,0.698020618285879
397,0.6953883047827
398,0.696726264259021
399,0.698285189520254
400,0.698398078547874
401,0.696459173207596
402,0.69825984130366
403,0.697982315499663
404,0.698715268314647
405,0.700358700688897
406,0.699871141021194
407,0.702276820556226
408,0.701372983453849
409,0.702730488074231
410,0.706136430860052
411,0.705160968197883
412,0.706871077591867
413,0.70596305140548
414,0.706255032231389
415,0.704893916602315
416,0.703673342747568
417,0.704854338639033
418,0.70692270492315
419,0.704109599948219
420,0.70566667313613
421,0.705964846540616
422,0.706014841607098
423,0.70399933096553
424,0.703420304044478
425,0.702530884431066
426,0.699322140708097
427,0.694695396990091
428,0.696148004361336
429,0.698044393088082
430,0.699163717140952
431,0.69944756719567
432,0.703323320237199
433,0.706506993126867
434,0.70462945202192
435,0.703251725317523
436,0.699824896444176
437,0.698332034668068
438,0.698949597530366
439,0.695614587880321
440,0.694309279841557
441,0.697228787258974
442,0.700005839694946
443,0.699974257098379
444,0.698978728362244
445,0.696939585870332
446,0.698665911344263
447,0.695319277282647
448,0.696559229326748
449,0.696489769848492
450,0.696475083161893
451,0.695570608275546
452,0.697573550287661
453,0.696377763383734
454,0.694581126457653
455,0.693701964387848
456,0.693913584872491
457,0.694444570504747
458,0.697158716059692
459,0.698203885808228
460,0.697916880096371
461,0.697067084786447
462,0.69873299281438
463,0.695413444587249
464,0.692367221587009
465,0.69535196248546
466,0.694590194042143
467,0.695795953467828
468,0.693662421643697
469,0.695377553750692
470,0.692296048805225
471,0.690113024067107
472,0.68851667783725
473,0.684959878074678
474,0.684271603048001
475,0.68532632962291
476,0.687248754208136
477,0.686708930003553
478,0.686373768962876
479,0.687534704825987
480,0.684335429433224
481,0.684701820814233
482,0.688812478339401
483,0.686215937339637
484,0.684772706600101
485,0.684204522663404
486,0.683088326476642
487,0.685559958020417
488,0.687745782121639
489,0.685336538602419
490,0.685529374756789
491,0.681414367558977
492,0.681622937374453
493,0.683936427509605
494,0.683028935447741
495,0.683597904404984
496,0.684618657371639
497,0.6818780845217
498,0.680354335222338
499,0.677831836484938
500,0.676658496937936
501,0.67765281870869
502,0.675548631766675
503,0.674216739980436
504,0.674087427750493
505,0.677836931701198
506,0.6812594640746
507,0.681764287145707
508,0.681528114532404
509,0.681963332458716
510,0.681899403728699
511,0.677237051418508
512,0.674702857392353
513,0.673490282734931
514,0.674366999507685
515,0.672876333146836
516,0.67294621118291
517,0.671593186519639
518,0.671585783938243
519,0.671688780126773
520,0.673670845513729
521,0.674136777113615
522,0.675681949142561
523,0.678291739094048
524,0.676455944616424
525,0.677482068931975
526,0.677298801874108
527,0.67764717970301
528,0.676660658302749
529,0.675930199837056
530,0.67343700837839
531,0.674196351790738
532,0.673181518834742
533,0.673081361772656
534,0.671840951226185
535,0.67418596353233
536,0.673188948045077
537,0.672244140921934
538,0.668539617305845
539,0.666061732060658
540,0.665693705120289
541,0.666650790975808
542,0.66753734629389
543,0.665511409034789
544,0.664682483121697
545,0.662548432915983
546,0.661620249878117
547,0.663922687655671
548,0.663618239757806
549,0.663164901377088
550,0.660403125882729
551,0.659433239002736
552,0.662686976278791
553,0.662199719278407
554,0.663997866000405
555,0.661588456644856
556,0.661801322158615
557,0.658300867719122
558,0.659635911028844
559,0.657012115931253
560,0.659162587241242
561,0.661026862746561
562,0.66262854668384
563,0.661146384569647
564,0.661550324830215
565,0.664902491571639
566,0.667584280990702
567,0.665743670633478
568,0.666623890538835
569,0.666264804066001
570,0.666965010136496
571,0.667595246282916
572,0.66734865400001
573,0.673968883542106
574,0.671371289037941
575,0.668176270812548
576,0.667002304217232
577,0.668852945095561
578,0.664675597174056
579,0.661891011304049
580,0.662548921696711
581,0.662787218075233
582,0.662269454759074
583,0.664904271015338
584,0.665668841087744
585,0.66264191656495
586,0.665219175374171
587,0.663075802745655
588,0.664687467522187
589,0.661070192828579
590,0.662967862834308
591,0.663334760535053
592,0.662906574738582
593,0.663533670996139
594,0.662218668159082
595,0.663872692804043
596,0.662116124172582
597,0.662972017446653
598,0.66148666991045
599,0.661667438106546
600,0.659971592675336
601,0.660045310054169
602,0.657807146846467
603,0.653948395087341
604,0.655998262792216
605,0.658108870690273
606,0.658978708614115
607,0.660882124048356
608,0.65910494476357
609,0.657558759082863
610,0.658123450720076
611,0.658898540941137
612,0.657888840534043
613,0.657545052452766
614,0.658210654557225
615,0.660526920470005
616,0.66085042212912
617,0.658566090966811
618,0.658819586603788
619,0.657742132589175
620,0.662499313003149
621,0.663832048380914
622,0.663225593901304
623,0.662485648995047
624,0.658119749341004
625,0.657688680542767
626,0.661259154365499
627,0.659096634730241
628,0.655765135042407
629,0.65254420651434
630,0.652031771035628
631,0.652568375832122
632,0.653903113766043
633,0.652142027133294
634,0.648626210194915
635,0.64706560128876
636,0.647421241641868
637,0.648569869925762
638,0.649379552873917
639,0.646726164586329
640,0.645735543060337
641,0.643047798993182
642,0.644275121578547
643,0.64665944605774
644,0.645428938064723
645,0.644772241967531
646,0.645301903493464
647,0.643972272355204
648,0.643227663455833
649,0.64529075199471
650,0.644230838259321
651,0.64570427306001
652,0.643357615591573
653,0.64296350173574
654,0.643983642141031
655,0.642149134210881
656,0.642835423408766
657,0.642373011154916
658,0.646449925847928
659,0.644137407942735
660,0.642995541334546
661,0.642987669474181
662,0.641894437275329
663,0.644191324009684
664,0.644258304715201
665,0.643914755079624
666,0.646289243511331
667,0.64558865429717
668,0.643588783073471
669,0.643945870641349
670,0.6406644325913
671,0.643248337320937
672,0.642144003308042
673,0.644097770062053
674,0.64544794181462
675,0.643622169930804
676,0.644909436765301
677,0.644074178355788
678,0.643848097743683
679,0.647644014393812
680,0.647632212525108
681,0.647023016712602
682,0.648483130198972
683,0.648212655276006
684,0.646364739104512
685,0.645604939709336
686,0.644467769134085
687,0.643430555423588
688,0.644985368360311
689,0.646104357603003
690,0.643827560959858
691,0.646189893585593
692,0.646731328002436
693,0.64663496327693
694,0.643990262159596
695,0.640949639002491
696,0.639005972620131
697,0.637605395050522
698,0.638177780800841
699,0.634903009482962
700,0.633234370475056
701,0.63268194822294
702,0.6332359658349
703,0.633488284480206
704,0.631215162712388
705,0.631294759193109
706,0.627904444838669
707,0.628150645730406
708,0.628303159998594
709,0.628489859762743
710,0.627977155750342
711,0.627979967394261
712,0.625883069685221
713,0.628111324616966
714,0.624718713579512
715,0.628118578192182
716,0.626099610793074
717,0.624281772711078
718,0.626863972959548
719,0.621843079285364
720,0.621353672701258
721,0.622613012654917
722,0.623204647334005
723,0.626004750714093
724,0.625128369192392
725,0.624189886707678
726,0.623334246727825
727,0.6185580854633
728,0.619544218701749
729,0.619300081062027
730,0.619102911531612
731,0.620231325467013
732,0.618105420295753
733,0.61600166362206
734,0.614484250005849
735,0.612525104839474
736,0.611664306744585
737,0.611882359185479
738,0.608169182780102
739,0.60847158162586
740,0.604793372921279
741,0.603325927950108
742,0.600638987803521
743,0.600486349631482
744,0.599889607928523
745,0.599903815852852
746,0.599403443590038
747,0.597665882085301
748,0.600443693915849
749,0.601450800108519
750,0.60242638721547
751,0.601654625247516
752,0.600056453086512
753,0.601042041228215
754,0.602316255207736
755,0.59744135335588
756,0.598693447950502
757,0.597482241168556
758,0.599826862999339
759,0.599235638977702
760,0.597761822407537
761,0.597651477709534
762,0.596767880758625
763,0.597679520137428
764,0.598551337542019
765,0.596469695069194
766,0.598210273136193
767,0.600381090800895
768,0.595011690609415
769,0.592932264287927
770,0.59256228981371
771,0.592427215766724
772,0.592038985884829
773,0.592197251106626
774,0.595302035380641
775,0.592850061248846
776,0.592038404577544
777,0.589518367786163
778,0.591177433441431
779,0.593255007597459
780,0.590651193263832
781,0.588294260123452
782,0.588691037340029
783,0.589210252888974
784,0.586050760444936
785,0.586449581724262
786,0.582831177340319
787,0.5802866932995
788,0.577843362876708
789,0.572756792078666
790,0.57514727900746
791,0.57298412510949
792,0.574904371544673
793,0.573338132611565
794,0.572640937192598
795,0.570689992721095
796,0.570483742927557
797,0.567199106055949
798,0.564251781173062
799,0.56495115034079
800,0.565600145136862
801,0.565257480945505
802,0.563787719329996
803,0.566978209269916
804,0.568978115513044
805,0.566352099678181
806,0.569062254026098
807,0.568090019949379
808,0.567294399006864
809,0.567684077994323
810,0.566406760797502
811,0.565540437557289
812,0.564976095614768
813,0.564170237891137
814,0.561287715810782
815,0.560007418373909
816,0.561586654165922
817,0.560194102696248
818,0.562992799274278
819,0.562127533741535
820,0.561295902040623
821,0.563548169025462
822,0.564138580055658
823,0.564198813226245
824,0.562919719449955
825,0.564492687602895
826,0.563436244501484
827,0.564714281210296
828,0.564621495631853
829,0.567326808006631
830,0.567740443238014
831,0.567463685578383
832,0.567483345816059
833,0.564869543348684
834,0.564762246731838
835,0.567376146805165
836,0.566609496043851
837,0.566744810891891
838,0.566040465919173
839,0.565976846859804
840,0.567548234721692
841,0.567978173136085
842,0.567901220897318
843,0.566582676881767
844,0.568279211113491
845,0.565936439135453
846,0.564215081709297
847,0.563054000347394
848,0.567517233884524
849,0.567004290282774
850,0.567326152379996
851,0.570660338032799
852,0.571433863095455
853,0.572695087933839
854,0.569361863049108
855,0.568169255404659
856,0.568336039345226
857,0.565433742647367
858,0.570054037688154
859,0.571460665431022
860,0.573619526450445
861,0.575962714441636
862,0.574182383899857
863,0.571247393887588
864,0.570442334769589
865,0.566684498416429
866,0.566355167601084
867,0.572374509513744
868,0.570608308805346
869,0.569794932605275
870,0.567181961782397
871,0.568504961426198
872,0.569122562852725
873,0.570667015373584
874,0.567185692967319
875,0.570197549658238
876,0.568488606020907
877,0.567039235267848
878,0.569296046504499
879,0.566934913494753
880,0.563328989123188
881,0.564165187756409
882,0.563498818843101
883,0.564020466795617
884,0.564248588870978
885,0.566332525147082
886,0.566440313878366
887,0.564959886885089
888,0.563435903879683
889,0.564519932655681
890,0.56361675284489
891,0.564726113059446
892,0.566121233260331
893,0.562578657469934
894,0.561935312287232
895,0.560928987833229
896,0.561387170354921
897,0.561026381306201
898,0.558797925717688
899,0.55874531161671
900,0.557637052731264
901,0.559133551245393
902,0.560906086799084
903,0.559358647649794
904,0.557411342246706
905,0.556260748558516
906,0.557815077763933
907,0.558272820058944
908,0.557939721895805
909,0.557075380447928
910,0.557677516688334
911,0.557390854650019
912,0.556105332594967
913,0.553867745383818
914,0.557408773147364
915,0.556509279091612
916,0.553510933035592
917,0.551948929260406
918,0.552695186398266
919,0.550587768371404
920,0.552038755093176
921,0.551901125750592
922,0.548189309737286
923,0.546251928041405
924,0.543336361492956
925,0.545956406449978
926,0.550391219929989
927,0.551273879935296
928,0.551640853396866
929,0.549108757469717
930,0.549269023945335
931,0.550654988733948
932,0.549745442455584
933,0.545999483750848
934,0.544027927182922
935,0.548099499895892
936,0.545642038005593
937,0.547006342523101
938,0.548653230403943
939,0.547872222875883
940,0.545422318906475
941,0.543216499788609
942,0.542754460608363
943,0.545368240533295
944,0.545129049166809
945,0.54386213020165
946,0.541669241974104
947,0.540133342023671
948,0.543033338666472
949,0.543233692404751
950,0.541149391948748
951,0.540080554470054
952,0.536739552590249
953,0.535995204094794
954,0.536044623199348
955,0.535191165146171
956,0.537138924353818
957,0.53511213100344
958,0.534346690604415
959,0.533019904877716
960,0.533949038917842
961,0.533317912029247
962,0.53075587491373
963,0.530508085693246
964,0.531698875202954
965,0.531474113808723
966,0.533404066261487
967,0.532536499757603
968,0.53667388013389
969,0.539894243787972
970,0.539831435984465
971,0.538414013631985
972,0.537414522278571
973,0.53964192285514
974,0.537768927737619
975,0.538643958823768
976,0.536725492327338
977,0.53656595208249
978,0.53931453998485
979,0.539586328184386
980,0.540502884505653
981,0.540784340057602
982,0.537122714731766
983,0.535859843409549
984,0.538007123463182
985,0.537713385542841
986,0.539150731688385
987,0.540135050441005
988,0.540241035824998
989,0.541819422068939
990,0.544999380414507
991,0.544406769025676
992,0.546147529721184
993,0.544425747531152
994,0.54111799786719
995,0.541952179363051
996,0.542051960162836
997,0.539884225009064
998,0.540667655759068
999,0.53970929360196
1000,0.539567154283772
1001,0.539184730622251
1002,0.538574063701472
1003,0.535038626960296
1004,0.532369210261973
1005,0.532998783252718
1006,0.536013468285703
1007,0.539236615155001
1008,0.536329696589826
1009,0.537615240518917
1010,0.538415407976169
1011,0.535566552974994
1012,0.536388395021168
1013,0.534999000978233
1014,0.533225433075708
1015,0.533179814008076
1016,0.534702944909981
1017,0.535469831624047
1018,0.53653475729784
1019,0.539566435407288
1020,0.537623542737478
1021,0.536131998535846
1022,0.537622001887781
1023,0.540836835774346
1024,0.537387209011503
1025,0.533971468270352
1026,0.534896920104549
1027,0.537357934886578
1028,0.534387161382839
1029,0.535848939847002
1030,0.5381908657701
1031,0.540383515396267
1032,0.539055969216736
1033,0.537777871171917
1034,0.532734219305178
1035,0.533200665319294
1036,0.532245233108374
1037,0.530470056385298
1038,0.536301593252538
1039,0.527927265225395
1040,0.526824083009603
1041,0.525902145671048
1042,0.525507217000875
1043,0.52454172986106
1044,0.528778231218676
1045,0.528859063301521
1046,0.531092240150131
1047,0.530370458783229
1048,0.53093250472681
1049,0.530937593905379
1050,0.532767709161014
1051,0.53215151570725
1052,0.530297640804565
1053,0.528503263931783
1054,0.526994694787134
1055,0.527542063170571
1056,0.530166865956298
1057,0.530980354343399
1058,0.527996285275413
1059,0.525977595809002
1060,0.525543959221146
1061,0.52537939371584
1062,0.526787347845649
1063,0.52525390173907
1064,0.526765372678024
1065,0.525302277196097
1066,0.523070175091691
1067,0.522846202420678
1068,0.52283091454662
1069,0.522908691694054
1070,0.521460083674581
1071,0.52169858093963
1072,0.522077270242216
1073,0.522053773606107
1074,0.520532864910697
1075,0.519254397664889
1076,0.518656916375713
1077,0.521896140768625
1078,0.521109250518575
1079,0.521617797455176
1080,0.517113433736246
1081,0.521078747452874
1082,0.521016592144504
1083,0.52138398286702
1084,0.523613006161645
1085,0.525243117096403
1086,0.522277145609349
1087,0.519153380073794
1088,0.523936248021854
1089,0.522775113242753
1090,0.522968316688048
1091,0.519183378258792
1092,0.522954787590364
1093,0.522437921773714
1094,0.522557176102545
1095,0.523179373446918
1096,0.522556328896061
1097,0.523274307939002
1098,0.527126557807973
1099,0.523288308652369
1100,0.524263717492304
1101,0.524041621730691
1102,0.526172896454822
1103,0.524693027075649
1104,0.524104059042445
1105,0.523219165007482
1106,0.520329385595008
1107,0.523254658904113
1108,0.52451755957041
1109,0.520292364614374
1110,0.519691542119517
1111,0.519328247610829
1112,0.52237465095995
1113,0.522664058933839
1114,0.520126287894059
1115,0.520110628632708
1116,0.521217062247048
1117,0.522536677681416
1118,0.524059270777767
1119,0.519259131295566
1120,0.515819847390088
1121,0.513518862280054
1122,0.511127376858689
1123,0.511566661248278
1124,0.509926168073159
1125,0.511922404179554
1126,0.513262118138986
1127,0.512900510158053
1128,0.513215849992556
1129,0.512735912140819
1130,0.510877284312102
1131,0.513790804196717
1132,0.513179733520436
1133,0.515720687756344
1134,0.511325847562153
1135,0.511222163598388
1136,0.515648481322193
1137,0.51262437399826
1138,0.511742671785441
1139,0.514511996189632
1140,0.510049378348602
1141,0.509501666464409
1142,0.505805808413429
1143,0.505091882688771
1144,0.501740904149352
1145,0.501232534932726
1146,0.502209292372697
1147,0.496836974448058
1148,0.499804098377109
1149,0.503224126515978
1150,0.50730045372007
1151,0.505677429433389
1152,0.503968459798328
1153,0.506243854371698
1154,0.508819248566248
1155,0.507824086718917
1156,0.509699176722636
1157,0.508843450691261
1158,0.50889371110208
1159,0.506861762799885
1160,0.504407834443468
1161,0.504036174375922
1162,0.501798136472229
1163,0.502869409706723
1164,0.49692024693996
1165,0.497734170293799
1166,0.496820432214606
1167,0.493309178860535
1168,0.496944557748301
1169,0.496936547874735
1170,0.496393727583023
1171,0.497635322665183
1172,0.499445414936149
1173,0.496478347561708
1174,0.500003435108893
1175,0.502557603169674
1176,0.507310289901011
1177,0.505719226937676
1178,0.505687749095965
1179,0.506440056711304
1180,0.506201077369858
1181,0.507364296806955
1182,0.506736477406567
1183,0.506496387527726
1184,0.507006978682088
1185,0.505493685168295
1186,0.505247201699055
1187,0.505585419926684
1188,0.50588921241081
1189,0.503743354263592
1190,0.506340677967432
1191,0.506048638780355
1192,0.506253131513852
1193,0.506720894559334
1194,0.506544012974578
1195,0.503787727986087
1196,0.501769075822296
1197,0.501609616751954
1198,0.503406305833838
1199,0.498620418097784
1200,0.498771818714869
1201,0.50188745891763
1202,0.499922047051447
1203,0.500376650307549
1204,0.50456025462888
1205,0.506019142587975
1206,0.505559974222858
1207,0.502468438156425
1208,0.501530399482515
1209,0.50400936489761
1210,0.503969052524274
1211,0.501722260862122
1212,0.503416619273258
1213,0.504757280260363
1214,0.504296862573473
1215,0.503778096001002
1216,0.506313348186627
1217,0.505931758906048
1218,0.503050765817957
1219,0.503814543753947
1220,0.501057446419504
1221,0.501019833276138
1222,0.497544572697695
1223,0.497115807528464
1224,0.497617913724199
1225,0.499973808035233
1226,0.500763640216913
1227,0.500220687106036
1228,0.498893478640185
1229,0.498164110584647
1230,0.496261369863106
1231,0.495805301049959
1232,0.498484305814887
1233,0.496477369366611
1234,0.493521352787156
1235,0.492616666973218
1236,0.489750925686535
1237,0.488630373571761
1238,0.488734064934995
1239,0.489658731137737
1240,0.489754177539963
1241,0.48996335882823
1242,0.491226454485169
1243,0.4901632632928
1244,0.489143784506789
1245,0.488515378567392
1246,0.487914580047213
1247,0.490442596503699
1248,0.493351726998945
1249,0.492878671379864
1250,0.491555526287097
1251,0.490374345672461
1252,0.489733781187523
1253,0.491699388820254
1254,0.490427463434135
1255,0.488038488114501
1256,0.4918140739348
1257,0.490998172146419
1258,0.489301658266974
1259,0.489997909973671
1260,0.492148187412133
1261,0.48979728916801
1262,0.487534474584636
1263,0.491331137480308
1264,0.49316773921564
1265,0.490095963623361
1266,0.488289849400009
1267,0.488529167267213
1268,0.490020074744951
1269,0.490038773641717
1270,0.489982932647873
1271,0.490165203636639
1272,0.49123980532727
1273,0.495549510988874
1274,0.496797683520924
1275,0.500039920681205
1276,0.499173033684048
1277,0.5015128984751
1278,0.503710720087249
1279,0.504918838726357
1280,0.50608366805426
1281,0.505355897840758
1282,0.503651527078951
1283,0.502521653765168
1284,0.501526424827258
1285,0.498697739148048
1286,0.497640792157692
1287,0.50019068286306
1288,0.500109779616227
1289,0.495944894258481
1290,0.498410106432136
1291,0.498656721711277
1292,0.501833572655621
1293,0.501486995158366
1294,0.503049004470929
1295,0.502695729093671
1296,0.503791125370126
1297,0.504851799135521
1298,0.50671593022134
1299,0.507030954612842
1300,0.508487234697141
1301,0.50731524431797
1302,0.509609001809247
1303,0.508992258825627
1304,0.513743695006324
1305,0.512365453637411
1306,0.51373477150248
1307,0.514658011038004
1308,0.514523523099261
1309,0.514678564218372
1310,0.516440368671762
1311,0.513776517995123
1312,0.513070927645652
1313,0.515386277930208
1314,0.515412241045859
1315,0.513446386655503
1316,0.51504928421891
1317,0.514587247771219
1318,0.511739732112309
1319,0.511189948434454
1320,0.512467042577272
1321,0.511571575804967
1322,0.510189939982218
1323,0.509065152745073
1324,0.510065684086196
1325,0.509839418032755
1326,0.507801627921741
1327,0.507122720370844
1328,0.506287285519374
1329,0.508384637649481
1330,0.506891076386845
1331,0.506535601705983
1332,0.506223723465525
1333,0.505719509832585
1334,0.504973751385879
1335,0.502796134401309
1336,0.500442720606854
1337,0.498008031274033
1338,0.496169293506213
1339,0.494148702226663
1340,0.493784638985245
1341,0.497445621951704
1342,0.497395310900682
1343,0.498655204860803
1344,0.497670771790644
1345,0.496351629345389
1346,0.496932125473703
1347,0.498382952987652
1348,0.499123392749256
1349,0.497439062116538
1350,0.49773484510229
1351,0.496124488783171
1352,0.494976460930961
1353,0.495936313963379
1354,0.494376872728996
1355,0.497340599465989
1356,0.49517236140996
1357,0.494975208635941
1358,0.49357976128317
1359,0.491822906710993
1360,0.493759574225386
1361,0.49299465540137
1362,0.491248293566575
