"V1","V2","V3"
-0.505555555555556,14.1635214571155,1.51539995977109
-0.511111111111111,13.9730238389545,1.49145822425349
-0.516666666666667,14.0006059216329,1.63124406806195
-0.422222222222222,13.5540382711893,1.53977798274323
-0.438888888888889,13.7185110332788,1.73410712889181
-0.472222222222222,13.7018924810122,1.60677030332554
-0.461111111111111,13.7104307609122,1.66785442232522
-0.422222222222222,13.6619673114035,1.70808986187863
-0.366666666666667,13.5606229124296,1.46922840127937
-0.45,13.6396975149115,1.65369694457999
-0.411111111111111,13.7440659300571,1.60996672341054
-0.4,13.5043515910255,1.6531307588817
-0.394444444444444,13.5110434291127,1.63597075263897
-0.455555555555556,13.7095071235084,1.67502534286506
-0.416666666666667,13.5883644191164,1.60288471458231
-0.411111111111111,13.2150480649908,1.51946882607146
-0.455555555555556,13.3199044958535,1.61462736722071
-0.494444444444444,13.3459980922249,1.67322781634884
-0.494444444444444,13.4233157796508,1.84247364234199
-0.5,13.5078053143547,1.81777760104164
-0.561111111111111,13.4000634062443,1.86766700140981
-0.544444444444444,13.4418074816256,1.93246337200074
-0.461111111111111,13.1716876003161,1.91620101182205
-0.438888888888889,12.9259577752377,1.668463079797
-0.45,13.0910307308843,1.80687030828398
-0.444444444444444,13.003518984496,1.70217432254217
-0.455555555555556,12.7556584270535,1.73467564843031
-0.433333333333333,13.0806378167178,1.97313688445811
-0.433333333333333,13.2407942937538,2.03624333371953
-0.444444444444444,13.2819177464531,2.07527986598884
-0.372222222222222,12.9949721768992,1.95572138103186
-0.383333333333333,12.6325518757863,1.84946763445047
-0.338888888888889,12.6469537369006,1.79561046555882
-0.311111111111111,12.4008448923217,1.58314115091877
-0.255555555555556,12.3670390169864,1.77105835580833
-0.272222222222222,12.3727002051457,1.66395123798507
-0.272222222222222,12.5232629285576,1.69311885023915
-0.216666666666667,11.7085752958757,1.43386380784894
-0.266666666666667,11.8248290320824,1.46388935521209
-0.216666666666667,11.7041162734683,1.46908601882216
-0.216666666666667,11.7755378044223,1.58605684862347
-0.188888888888889,11.3852722186021,1.51020624002048
-0.177777777777778,11.3961811386651,1.50898181985265
-0.183333333333333,11.6252630449442,1.52486788213049
-0.138888888888889,11.3390515068331,1.46874569490888
-0.172222222222222,11.1715210088224,1.48207622578621
-0.172222222222222,11.4571740472292,1.56150910210729
-0.144444444444444,11.4449520282348,1.63526326104451
-0.138888888888889,11.2602193791254,1.50209533861391
-0.205555555555556,11.6494130989499,1.89802013044207
-0.211111111111111,11.5843833853533,1.70015650778295
-0.1,11.2958344952046,1.64497366116119
-0.105555555555556,11.0413550253663,1.5934633163124
-0.0944444444444444,11.089381154178,1.62650459095233
-0.177777777777778,11.4807149445813,1.72057212299716
