"diff","lwr","upr","p adj"
0.0940765864801749,0.0497927252164572,0.138360447743893,2.65688471223768e-09
0.127837105848586,0.0835532445848683,0.172120967112304,1.68864922045486e-13
0.0010183373781516,-0.0432655238855661,0.0453021986418693,1
0.151855034885822,0.107571173622104,0.196138896149539,4.80726569662693e-14
0.030211574747504,-0.0140722865162136,0.0744954360112217,0.54689521674584
0.040973940674632,-0.00330992058908569,0.0852578019383496,0.102099321718251
0.0291474971816872,-0.0151363640820305,0.0734313584454049,0.60737206112379
-0.109449797324761,-0.153733658588479,-0.0651659360610432,4.82180961824952e-12
-0.0334544131408173,-0.077738274404535,0.0108294481229004,0.370007780596831
-0.0191819968664526,-0.0634658581301703,0.0251018643972651,0.973925219096674
-0.0550211365687105,-0.0993049978324282,-0.0107372753049929,0.00303633501672662
-0.0112822539129778,-0.0555661151766955,0.0330016073507398,0.99989714303603
0.220000112836141,0.175716251572424,0.264283974099859,2.40918396343659e-14
-0.0462739637922775,-0.0905578250559952,-0.00199010252855987,0.0313562656916819
0.0337605193684111,-0.0105233418953066,0.0780443806321287,0.354681118820433
-0.0930582491020233,-0.137342110365741,-0.0487743878383056,4.0017864577635e-09
0.0577784484056467,0.0134945871419291,0.102062309669364,0.00133918893023799
-0.0638650117326708,-0.108148872996388,-0.0195811504689531,0.0001956763965415
-0.0531026458055429,-0.0973865070692606,-0.00881878454182522,0.00525177391880605
-0.0649290892984876,-0.109212950562205,-0.02064522803477,0.000137733882751068
-0.203526383804936,-0.247810245068653,-0.159242522541218,2.40918396343659e-14
-0.127530999620992,-0.17181486088471,-0.0832471383572745,1.60427227058335e-13
-0.113258583346627,-0.157542444610345,-0.0689747220829098,1.09368070155824e-12
-0.149097723048885,-0.193381584312603,-0.104813861785168,5.81756864903582e-14
-0.105358840393153,-0.14964270165687,-0.061074979129435,2.60306221022688e-11
0.125923526355967,0.0816396650922489,0.170207387619684,1.67532654415936e-13
-0.140350550272452,-0.18463441153617,-0.0960666890087347,1.07469588783715e-13
-0.126818768470434,-0.171102629734152,-0.0825349072067167,1.61204383175573e-13
0.0240179290372357,-0.020265932226482,0.0683017903009533,0.859014178909435
-0.0976255311010819,-0.1419093923648,-0.0533416698373642,6.29925445139179e-10
-0.086863165173954,-0.131147026437672,-0.0425793039102363,4.65872965760283e-08
-0.0986896086668987,-0.142973469930616,-0.054405747403181,4.07781253208839e-10
-0.237286903173347,-0.281570764437064,-0.193003041909629,2.40918396343659e-14
-0.161291518989403,-0.205575380253121,-0.117007657725686,2.85327317328665e-14
-0.147019102715039,-0.191302963978756,-0.102735241451321,7.23865412055602e-14
-0.182858242417296,-0.227142103681014,-0.138574381153579,2.40918396343659e-14
-0.139119359761564,-0.183403221025281,-0.0948354984978461,1.14797060746241e-13
0.0921630069875555,0.0478791457238378,0.136446868251273,5.72863012582303e-09
-0.174111069640863,-0.218394930904581,-0.129827208377146,2.44249065417534e-14
0.15083669750767,0.106552836243952,0.195120558771388,5.35127497869325e-14
0.0291932373693524,-0.0150906238943652,0.0734770986330701,0.604784447396943
0.0399556032964804,-0.00432825796723729,0.084239464560198,0.125060306917576
0.0281291598035356,-0.0161547014601821,0.0724130210672533,0.66424331392327
-0.110468134702912,-0.15475199596663,-0.0661842734391948,3.19955173466724e-12
-0.0344727505189689,-0.0787566117826866,0.00981111074474877,0.320302289280542
-0.0202003342446042,-0.0644841955083219,0.0240835270191135,0.959857888316375
-0.0560394739468621,-0.10032333521058,-0.0117556126831445,0.00225346809196858
-0.0123005912911294,-0.0565844525548471,0.0319832699725882,0.999717774995236
0.21898177545799,0.174697914194272,0.263265636721707,2.40918396343659e-14
-0.0472923011704291,-0.0915761624341468,-0.00300843990671147,0.0244485579310409
-0.121643460138318,-0.165927321402035,-0.0773595988745999,1.9861889910544e-13
-0.11088109421119,-0.155164955474907,-0.0665972329474719,2.71938027651686e-12
-0.122707537704134,-0.166991398967852,-0.0784236764404167,1.82853732155763e-13
-0.261304832210582,-0.3055886934743,-0.217020970946865,2.40918396343659e-14
-0.185309448026639,-0.229593309290357,-0.141025586762921,2.40918396343659e-14
-0.171037031752274,-0.215320893015992,-0.126753170488557,2.46469511466785e-14
-0.206876171454532,-0.25116003271825,-0.162592310190814,2.40918396343659e-14
-0.163137288798799,-0.207421150062517,-0.118853427535082,2.75335310107039e-14
0.0681450779503198,0.0238612166866022,0.112428939214037,4.65136698410973e-05
-0.198128998678099,-0.242412859941817,-0.153845137414381,2.40918396343659e-14
0.0107623659271279,-0.0335214953365897,0.0550462271908456,0.999941472660112
-0.00106407756581683,-0.0453479388295345,0.0432197836979008,1
-0.139661372072265,-0.183945233335983,-0.0953775108085473,1.0946799022804e-13
-0.0636659878883213,-0.107949849152039,-0.0193821266246037,0.000208862287778833
-0.0493935716139567,-0.0936774328776743,-0.00510971035023899,0.0143358648341123
-0.0852327113162146,-0.129516572579932,-0.0409488500524969,8.78545621807447e-08
-0.0414938286604819,-0.0857776899241995,0.00279003260323579,0.0917658049042303
0.189788538088637,0.14550467682492,0.234072399352355,2.40918396343659e-14
-0.0764855385397816,-0.120769399803499,-0.0322016772760639,2.39434409510242e-06
-0.0118264434929448,-0.0561103047566624,0.0324574177707729,0.999820973802197
-0.150423737999393,-0.19470759926311,-0.106139876735675,5.40678612992451e-14
-0.0744283538154493,-0.118712215079167,-0.0301444925517316,5.07003979910436e-06
-0.0601559375410846,-0.104439798804802,-0.0158720762773669,0.000643303705490483
-0.0959950772433425,-0.14027893850706,-0.0517112159796248,1.22298926541475e-09
-0.0522561945876098,-0.0965400558513275,-0.00797233332389213,0.00664805121825351
0.179026172161509,0.134742310897792,0.223310033425227,2.42028619368284e-14
-0.0872479044669095,-0.131531765730627,-0.0429640432031918,4.00804066602589e-08
-0.138597294506448,-0.182881155770166,-0.0943134332427304,1.20570220474292e-13
-0.0626019103225045,-0.106885771586222,-0.0183180490587868,0.000295242864926881
-0.0483294940481398,-0.0926133553118575,-0.00404563278442216,0.0188483793098351
-0.0841686337503978,-0.128452495014115,-0.0398847724866801,1.32530684093801e-07
-0.040429751094665,-0.0847136123583827,0.00385411016905263,0.113906125766906
0.190852615654454,0.146568754390737,0.235136476918172,2.40918396343659e-14
-0.0754214609739648,-0.119705322237682,-0.0311375997102471,3.53453342138987e-06
0.0759953841839436,0.0317115229202259,0.120279245447661,2.86590714937418e-06
0.0902678004583083,0.0459839391945906,0.134551661722026,1.21896656102294e-08
0.0544286607560503,0.0101447994923327,0.098712522019768,0.00360320368694245
0.098167543411783,0.0538836821480654,0.142451404675501,5.04849273497143e-10
0.329449910160902,0.285166048897185,0.37373377142462,2.40918396343659e-14
0.0631758335324833,0.0188919722687657,0.107459694796201,0.000245095268163076
0.0142724162743647,-0.030011444989353,0.0585562775380823,0.998525635495289
-0.0215667234278932,-0.0658505846916109,0.0227171378358244,0.9331349312426
0.0221721592278395,-0.0221117020358782,0.0664560204915571,0.918066161148478
0.253454525976959,0.209170664713241,0.297738387240676,2.40918396343659e-14
-0.0128195506514602,-0.0571034119151779,0.0314643106122574,0.99954806681068
-0.0358391397022579,-0.0801230009659756,0.00844472156145974,0.259861360815486
0.00789974295347479,-0.0363841183102429,0.0521836042171925,0.99999877986044
0.239182109702594,0.194898248438876,0.283465970966312,2.40918396343659e-14
-0.0270919669258249,-0.0713758281895426,0.0171918943378927,0.719810593261336
0.0437388826557327,-0.000544978607984956,0.0880227439194504,0.0565466085284452
0.275021249404852,0.230737388141134,0.31930511066857,2.40918396343659e-14
0.008747172776433,-0.0355366884872847,0.0530310340401507,0.999995504305325
0.231282366749119,0.186998505485402,0.275566228012837,2.40918396343659e-14
-0.0349917098792997,-0.0792755711430174,0.00929215138441795,0.296460365485422
-0.266274076628419,-0.310557937892137,-0.221990215364701,2.40918396343659e-14
